playerID,adjusted_salary,age,career_length,bats,throws,POS,teamName,career_OPS,career_PA,Career_R,Career_H,Career_HR,career_RBI,Career_BB,Career_SO,Career_IBB,career_TB,career_WAR
bumbral01,462400.0,38.0,13.0,L,R,OF,San Diego Padres,0.721,5619,778,1422,54,402,471,709,30,1908,24.48
chambal01,173400.0,24.0,2.0,L,L,OF,Seattle Mariners,0.618,141,15,25,2,11,21,34,1,35,-0.3799999999999999
cowenal01,1156000.0,33.0,11.0,R,R,OF,Seattle Mariners,0.727,5951,699,1479,108,711,386,641,28,2211,16.169999999999998
newmaal01,173400.0,25.0,0.0,B,R,2B,Washington Nationals,0.457,32,7,5,0,1,3,4,0,6,-0.25
oliveal01,2167500.0,38.0,17.0,L,L,OF,Los Angeles Dodgers,0.795,9778,1189,2743,219,1326,535,756,119,4083,43.620000000000005
pardoal01,173400.0,22.0,0.0,B,R,C,Baltimore Orioles,0.314,78,3,10,0,1,3,15,0,11,-1.18
ashbyal01,1204168.0,33.0,12.0,B,R,C,Houston Astros,0.667,3559,297,754,62,376,336,470,52,1105,8.01
bannial01,1011500.0,33.0,11.0,R,R,OF,Texas Rangers,0.689,3373,430,811,19,288,292,318,13,1067,3.6
kniceal01,173400.0,30.0,6.0,R,R,C,Cincinnati Reds,0.621,500,40,95,11,55,51,107,8,142,-1.34
trammal01,1494543.0,27.0,8.0,R,R,SS,Detroit Tigers,0.743,4628,595,1141,69,429,429,462,12,1599,31.37
wiggial01,1481125.0,27.0,4.0,B,R,2B,San Diego Padres,0.66,1941,279,450,4,92,185,139,4,548,7.76
hallal02,173400.0,27.0,4.0,B,R,OF,Atlanta Braves,0.585,223,34,44,1,12,22,33,1,57,-1.07
sanchal01,173400.0,26.0,3.0,R,R,OF,Detroit Tigers,0.672,195,27,47,8,20,0,57,0,84,-0.5800000000000001
trevial01,1336625.0,27.0,7.0,R,R,C,San Francisco Giants,0.62,1848,161,414,11,160,134,196,21,531,4.73
griffal01,1762900.0,27.0,9.0,B,R,SS,Oakland Athletics,0.613,4089,427,964,15,285,159,338,4,1260,-0.4599999999999999
espinal01,173400.0,23.0,1.0,R,R,SS,Minnesota Twins,0.586,62,5,15,0,9,1,9,0,17,0.01
davisal01,650250.0,24.0,1.0,L,R,1B,Seattle Mariners,0.855,1355,158,327,45,194,187,149,23,537,8.91
dawsoan01,2986332.0,30.0,9.0,R,R,OF,Washington Nationals,0.8,5592,763,1434,205,760,317,817,60,2442,46.03
roberan01,173400.0,27.0,4.0,R,R,3B,New York Yankees,0.606,778,80,182,5,54,26,120,0,237,0.81
thornan01,3179000.0,35.0,12.0,R,R,OF,Cleveland Guardians,0.827,5723,735,1240,236,824,801,759,69,2220,24.52
galaran01,173400.0,24.0,0.0,R,R,1B,Washington Nationals,0.508,79,9,14,2,4,3,18,0,21,0.21
thomaan01,173400.0,21.0,0.0,R,R,SS,Atlanta Braves,0.556,19,6,5,0,2,0,2,0,5,-0.16
vanslan01,491300.0,24.0,2.0,L,R,OF,St. Louis Cardinals,0.758,1269,157,279,28,143,156,189,20,449,6.890000000000001
howear01,173400.0,38.0,11.0,R,R,1B,St. Louis Cardinals,0.708,2954,268,682,43,293,275,287,47,996,13.84
garbeba01,173400.0,28.0,1.0,R,R,1B,Detroit Tigers,0.703,607,72,155,11,81,32,72,3,218,0.51
bonneba01,1264375.0,31.0,8.0,R,R,OF,Seattle Mariners,0.716,3301,359,823,56,351,228,374,26,1180,2.38
oglivbe01,1618400.0,36.0,14.0,L,L,OF,Milwaukee Brewers,0.79,6214,753,1517,230,848,530,819,99,2528,25.83
ayalabe01,876632.0,34.0,11.0,R,R,OF,Cleveland Guardians,0.739,951,114,217,38,145,71,136,7,375,1.01
penabe01,173400.0,25.0,4.0,R,R,SS,Houston Astros,0.59,87,10,18,1,8,6,16,1,24,0.26
almonbi01,736950.0,32.0,11.0,R,R,SS,Pittsburgh Pirates,0.648,3315,347,783,29,263,208,566,22,1041,4.74
bucknbi01,2160275.0,35.0,16.0,L,L,1B,Boston Red Sox,0.742,8315,935,2296,146,970,362,370,91,3245,19.01
doranbi02,173400.0,27.0,3.0,B,R,2B,Houston Astros,0.738,2014,257,481,26,145,227,216,24,671,14.8
madlobi01,2819195.0,34.0,12.0,R,R,3B,Pittsburgh Pirates,0.813,6506,821,1800,136,743,541,417,116,2589,36.14
russebi01,1300500.0,36.0,16.0,R,R,OF,Los Angeles Dodgers,0.649,7779,775,1872,46,609,468,644,104,2406,31.07
schrobi01,289000.0,26.0,2.0,R,R,C,Milwaukee Brewers,0.713,515,54,114,25,57,23,138,3,207,0.8400000000000001
steinbi02,722500.0,38.0,13.0,R,R,3B,Texas Rangers,0.683,3067,268,751,44,311,186,413,21,1041,5.38
beanebi01,173400.0,23.0,1.0,R,R,OF,New York Mets,0.389,18,0,3,0,1,0,5,0,4,-0.38
hatchbi01,173400.0,24.0,1.0,R,R,OF,Chicago Cubs,0.64,188,25,41,2,10,9,12,1,61,-0.8300000000000001
robidbi01,173400.0,21.0,0.0,L,R,1B,Milwaukee Brewers,0.725,63,5,9,3,8,12,16,0,20,-0.03
samplbi01,1257150.0,30.0,7.0,R,R,OF,New York Yankees,0.708,2577,348,627,40,216,181,204,7,881,9.84
diazbo01,1791800.0,32.0,8.0,R,R,C,Philadelphia Phillies,0.699,2024,196,475,51,271,126,256,14,735,7.26
bailobo01,953700.0,33.0,10.0,R,R,3B,Los Angeles Dodgers,0.635,3206,339,775,9,222,187,164,10,955,8.9
boonebo01,2551870.0,37.0,13.0,R,R,C,Los Angeles Angels,0.665,6206,507,1403,89,653,490,467,83,1954,19.13
brenlbo01,1112650.0,31.0,4.0,R,R,C,San Francisco Giants,0.746,1649,182,373,51,189,166,192,18,598,7.31
dernibo01,1174062.0,28.0,5.0,R,R,OF,Chicago Cubs,0.658,1802,259,418,9,90,158,194,1,531,6.68
hornebo01,4335000.0,27.0,7.0,R,R,1B,Atlanta Braves,0.854,3385,475,853,188,565,285,417,25,1569,19.77
jonesbo02,339575.0,35.0,11.0,L,L,OF,Texas Rangers,0.643,648,64,131,20,83,48,112,6,208,-0.1199999999999999
kearnbo01,528870.0,28.0,6.0,R,R,C,Seattle Mariners,0.618,1197,103,259,21,107,54,191,2,378,2.77
meachbo01,289000.0,24.0,2.0,B,R,SS,New York Yankees,0.597,1040,137,208,3,76,90,182,1,260,2.49
melvibo01,173400.0,23.0,0.0,R,R,C,Detroit Tigers,0.54,87,10,18,0,4,3,21,0,24,-0.45
brownbo04,433500.0,31.0,6.0,B,R,OF,San Diego Padres,0.65,1393,183,313,26,130,94,238,6,453,1.99
clarkbo04,173400.0,30.0,6.0,R,R,OF,Milwaukee Brewers,0.628,1038,97,231,19,100,55,199,0,336,-1.0499999999999998
grichbo01,2023000.0,36.0,15.0,R,R,2B,Los Angeles Angels,0.795,7854,991,1749,215,834,1048,1224,49,2790,69.15
kommibr01,173400.0,24.0,2.0,R,R,OF,Atlanta Braves,0.616,718,91,137,12,61,72,155,1,203,0.64
wellmbr01,173400.0,25.0,3.0,R,R,2B,San Francisco Giants,0.562,692,55,141,3,57,45,114,2,177,-1.83
butlebr01,1228250.0,28.0,4.0,L,L,OF,Cleveland Guardians,0.723,2401,350,584,13,147,247,212,6,779,10.85
dayetbr01,173400.0,28.0,2.0,R,R,OF,Chicago Cubs,0.658,198,18,43,5,32,11,24,0,68,0.01
downibr01,2336082.0,34.0,12.0,R,R,OF,Los Angeles Angels,0.773,5526,673,1245,146,639,694,635,28,1917,30.59
gilesbr01,173400.0,25.0,4.0,R,R,SS,Milwaukee Brewers,0.584,670,59,137,6,38,55,125,2,176,0.56
harpebr01,390150.0,25.0,6.0,R,R,C,St. Louis Cardinals,0.652,361,30,82,11,44,10,34,1,130,0.08
jacobbr01,404600.0,25.0,4.0,R,R,3B,Cleveland Guardians,0.713,1164,136,284,27,128,80,197,3,422,0.79
benedbr01,1575050.0,29.0,7.0,R,R,C,Atlanta Braves,0.639,2550,176,558,16,217,254,182,46,693,6.6
bochtbr01,1011500.0,34.0,11.0,L,L,1B,Oakland Athletics,0.762,5521,586,1374,94,615,588,594,62,1933,18.48
bochybr01,173400.0,30.0,7.0,R,R,C,San Diego Padres,0.671,652,51,148,16,60,42,133,10,225,1.6700000000000002
littlbr01,173400.0,25.0,3.0,B,R,2B,Chicago White Sox,0.655,990,120,212,3,75,114,68,1,266,2.01
martibu01,1029707.0,36.0,16.0,R,R,C,Toronto Blue Jays,0.632,2887,232,589,56,309,210,394,5,897,4.8500000000000005
bellbu01,2171248.0,33.0,13.0,R,R,3B,Texas Rangers,0.747,8315,957,2115,157,918,659,646,75,3049,61.4
biancbu01,173400.0,25.0,3.0,B,R,SS,Kansas City Royals,0.54,324,41,56,3,15,24,85,0,82,-0.37
bentobu01,173400.0,27.0,7.0,R,R,C,Cleveland Guardians,0.415,109,6,16,0,10,5,14,2,20,-0.9
wynegbu01,1589500.0,29.0,9.0,B,R,C,New York Yankees,0.701,4674,467,1029,57,464,579,387,38,1392,26.06
ripkeca01,2312000.0,24.0,4.0,R,R,SS,Baltimore Orioles,0.838,2855,431,750,108,391,243,357,5,1260,27.97
maldoca01,404600.0,24.0,4.0,R,R,OF,Los Angeles Dodgers,0.638,598,50,129,11,53,44,90,5,188,-0.75
ponceca01,173400.0,26.0,0.0,R,R,1B,Milwaukee Brewers,0.411,66,4,10,1,5,1,9,0,15,-0.94
fiskca01,1979650.0,37.0,16.0,R,R,C,Chicago White Sox,0.818,6843,961,1666,267,914,597,914,61,2856,54.69
castica01,173400.0,27.0,3.0,R,R,OF,Cleveland Guardians,0.732,605,83,135,24,75,42,95,2,235,1.4500000000000002
martica01,404600.0,24.0,2.0,R,R,OF,San Diego Padres,0.769,1274,136,275,40,154,159,183,8,460,7.91
lansfca01,2601000.0,28.0,7.0,R,R,3B,Oakland Athletics,0.769,4270,554,1139,94,491,280,473,22,1669,20.34
coopece01,3399189.0,35.0,14.0,L,L,1B,Milwaukee Brewers,0.818,7080,941,1990,223,1014,390,773,75,3129,37.4
fieldce01,173400.0,21.0,0.0,R,R,1B,Toronto Blue Jays,0.885,81,6,23,4,16,6,16,0,39,0.8
cedence01,1625625.0,34.0,15.0,R,R,OF,Cincinnati Reds,0.792,8046,1079,2069,199,970,657,925,83,3218,53.24
moorech02,1054850.0,32.0,12.0,R,R,C,Milwaukee Brewers,0.674,4094,417,968,32,362,312,420,11,1307,9.4
obriech01,173400.0,25.0,0.0,R,R,C,Oakland Athletics,0.793,14,3,3,0,1,3,3,0,4,0.24
lemonch01,1936300.0,30.0,10.0,R,R,OF,Detroit Tigers,0.813,5432,702,1328,154,613,487,692,30,2161,44.33
walkech01,173400.0,27.0,5.0,B,R,OF,Chicago Cubs,0.583,104,11,21,1,9,7,18,1,28,-0.48
davisch01,1589500.0,25.0,4.0,B,R,OF,San Francisco Giants,0.748,2368,281,569,64,272,205,373,26,887,11.31
bandoch01,650250.0,29.0,4.0,B,R,C,Cleveland Guardians,0.654,860,80,168,19,91,96,107,6,256,1.82
brownch02,173400.0,23.0,1.0,R,R,3B,San Francisco Giants,0.783,577,56,141,17,72,47,97,4,225,2.94
chambch01,2312000.0,36.0,14.0,L,R,1B,Atlanta Braves,0.748,8174,899,2071,183,958,617,901,95,3088,27.28
jonesch04,173400.0,27.0,0.0,L,L,OF,Houston Astros,0.486,28,0,5,0,1,3,7,0,5,-0.05
pittach01,173400.0,23.0,0.0,B,R,3B,Detroit Tigers,0.622,68,10,15,0,7,5,13,0,20,0.1
speiech01,650250.0,35.0,14.0,R,R,3B,Chicago Cubs,0.671,7370,677,1590,92,638,762,857,96,2232,25.89
washicl01,2312000.0,30.0,11.0,L,L,OF,Atlanta Braves,0.747,5676,726,1455,119,635,365,970,69,2193,14.260000000000002
johnscl01,1974832.0,37.0,13.0,R,R,1B,Texas Rangers,0.817,4209,491,932,181,644,516,662,52,1669,15.32
hurdlcl01,173400.0,27.0,8.0,L,R,1B,New York Mets,0.762,1409,143,329,29,178,150,222,18,514,3.01
gerbecr01,173400.0,26.0,0.0,L,R,SS,Los Angeles Angels,0.596,97,8,24,0,6,2,3,0,29,0.55
reynocr01,1011500.0,32.0,10.0,L,R,SS,Houston Astros,0.643,3735,377,890,29,280,158,290,14,1203,13.09
fordcu01,173400.0,24.0,0.0,L,R,OF,St. Louis Cardinals,1.292,16,2,6,0,3,4,1,0,8,0.27
wilkecu01,173400.0,24.0,2.0,B,R,SS,Texas Rangers,0.573,954,89,214,1,49,46,140,0,254,-0.78
berrada01,1379975.0,28.0,8.0,R,R,3B,New York Yankees,0.639,2678,223,570,47,263,193,396,54,828,5.17
murphda05,4696250.0,29.0,9.0,R,R,OF,Atlanta Braves,0.85,4998,724,1225,237,739,542,953,81,2171,31.3
garcida01,2138600.0,28.0,7.0,R,R,2B,Toronto Blue Jays,0.686,3392,404,927,26,255,99,260,10,1208,8.91
driesda01,2218075.0,33.0,12.0,L,R,1B,Washington Nationals,0.768,6227,734,1440,151,749,745,705,97,2216,20.17
fordda01,1300500.0,33.0,10.0,R,R,OF,Baltimore Orioles,0.751,4582,598,1123,121,566,303,722,19,1776,11.84
gladdda01,390150.0,27.0,2.0,R,R,OF,San Francisco Giants,0.725,1017,141,256,12,81,78,126,3,346,4.5200000000000005
meyerda01,173400.0,32.0,11.0,L,R,OF,Oakland Athletics,0.672,4032,411,944,86,459,219,277,32,1417,-6.44
pasquda01,173400.0,23.0,0.0,L,L,OF,New York Yankees,0.715,166,17,31,9,25,16,38,4,63,0.51
iorgda01,173400.0,35.0,8.0,L,R,OF,Kansas City Royals,0.704,1673,139,431,12,205,105,159,15,588,0.7200000000000001
bilarda01,173400.0,26.0,2.0,R,R,C,Cincinnati Reds,0.587,634,49,126,12,57,38,98,7,187,1.6700000000000002
heepda01,751400.0,27.0,6.0,L,L,OF,New York Mets,0.693,1269,120,283,20,116,123,144,16,412,0.78
tartada01,173400.0,22.0,1.0,R,R,OF,Seattle Mariners,0.954,93,11,26,3,14,10,17,0,45,1.1
colesda01,173400.0,23.0,2.0,R,R,OF,Seattle Mariners,0.587,336,32,63,2,17,33,55,0,85,-1.48
evansda01,3130832.0,38.0,16.0,L,R,1B,Detroit Tigers,0.795,8682,1097,1825,318,1067,1289,1086,118,3128,51.28
milleda01,173400.0,27.0,1.0,R,R,C,Los Angeles Angels,0.719,95,13,25,2,8,5,19,0,35,0.37
porteda02,2138600.0,33.0,14.0,L,R,C,St. Louis Cardinals,0.758,6229,725,1297,169,776,853,931,102,2128,39.48
daultda01,173400.0,23.0,2.0,L,R,C,Philadelphia Phillies,0.685,123,15,22,4,11,17,38,0,39,0.5
jacksda03,173400.0,21.0,0.0,R,R,OF,Chicago Cubs,0.182,11,0,1,0,0,0,3,0,1,-0.25
motleda01,449395.0,25.0,4.0,R,R,OF,Kansas City Royals,0.705,1172,133,278,37,138,55,153,4,457,2.31
strawda01,1493168.0,23.0,2.0,L,L,OF,New York Mets,0.863,1545,216,348,81,250,195,355,37,678,10.28
bostoda01,173400.0,22.0,1.0,L,L,OF,Chicago White Sox,0.559,335,28,67,3,18,18,64,1,96,-0.52
sconida01,375700.0,26.0,4.0,L,L,1B,Los Angeles Angels,0.714,691,83,169,15,84,48,87,4,254,0.6000000000000001
anderda02,173400.0,24.0,2.0,R,R,SS,Los Angeles Dodgers,0.614,826,87,157,8,54,92,112,8,215,2.71
bergmda01,758625.0,32.0,10.0,L,L,1B,Detroit Tigers,0.706,1311,137,280,25,121,159,154,21,410,3.24
collida02,2023000.0,32.0,10.0,B,L,OF,Oakland Athletics,0.698,4550,568,1118,31,317,378,545,14,1460,14.87
conceda01,2658800.0,37.0,15.0,R,R,SS,Cincinnati Reds,0.681,8768,908,2117,97,879,664,1096,82,2852,38.79
engleda01,621350.0,28.0,4.0,R,R,1B,Minnesota Twins,0.716,1489,179,368,28,154,98,148,6,549,3.91
hendeda01,895900.0,26.0,4.0,R,R,OF,Seattle Mariners,0.735,1958,226,452,65,227,147,344,8,758,6.38
huppeda01,173400.0,28.0,2.0,R,R,C,Milwaukee Brewers,0.178,25,1,1,0,0,2,7,0,1,-0.59
kingmda01,3142875.0,36.0,14.0,R,R,1B,Oakland Athletics,0.788,6825,831,1457,407,1116,575,1690,69,2949,18.32
leepeda01,173400.0,25.0,1.0,L,L,OF,Kansas City Royals,0.173,41,2,3,0,4,1,4,0,3,-1.23
meierda01,173400.0,25.0,1.0,R,R,OF,Minnesota Twins,0.64,284,33,62,1,21,24,21,0,81,-0.97
owenda01,173400.0,27.0,2.0,B,R,SS,Chicago Cubs,0.552,150,15,27,1,16,11,27,1,38,-0.47
parkeda01,2803300.0,34.0,12.0,L,R,OF,Cincinnati Reds,0.844,6616,889,1850,216,977,439,946,112,2996,40.5
saxda01,173400.0,26.0,3.0,R,R,C,Boston Red Sox,0.584,53,2,11,0,7,3,3,0,14,-0.49
staplda01,173400.0,31.0,5.0,R,R,1B,Boston Red Sox,0.715,2147,234,545,41,221,112,152,10,801,2.88
valleda01,173400.0,24.0,1.0,R,R,C,Seattle Mariners,0.467,101,6,19,1,8,2,22,0,24,-0.78
vangoda01,173400.0,28.0,3.0,R,R,C,Cincinnati Reds,0.549,433,26,84,2,37,35,55,6,104,-1.4500000000000002
winfida01,5189585.0,33.0,12.0,R,R,OF,New York Yankees,0.836,7528,1045,1935,281,1130,714,934,122,3232,49.19
lopesda01,1416100.0,40.0,13.0,R,R,OF,Chicago Cubs,0.734,6980,970,1591,147,573,777,819,36,2346,39.59
greenda03,794750.0,24.0,4.0,R,R,1B,San Francisco Giants,0.7,1473,164,366,30,179,82,273,11,536,4.09
gonzade01,173400.0,21.0,1.0,R,R,3B,Pittsburgh Pirates,0.59,229,20,43,4,16,20,48,3,64,-0.71
wallide01,987418.0,31.0,10.0,L,R,3B,Houston Astros,0.728,1961,233,475,28,236,191,188,18,677,7.609999999999999
thomade01,173400.0,34.0,14.0,B,R,SS,Philadelphia Phillies,0.649,5268,585,1163,43,370,456,593,32,1554,6.5
whitede03,173400.0,22.0,0.0,B,R,OF,Los Angeles Angels,0.476,9,7,1,0,0,1,3,0,1,0.09
schofdi02,346800.0,22.0,2.0,R,R,SS,Los Angeles Angels,0.582,1010,93,184,15,66,74,157,0,272,0.1999999999999999
thondi01,1950750.0,27.0,6.0,R,R,SS,Houston Astros,0.722,1968,234,496,29,171,133,226,17,715,14.13
jamesdi01,173400.0,22.0,2.0,L,L,OF,Milwaukee Brewers,0.69,508,58,127,1,34,40,49,1,160,0.65
ramosdo01,173400.0,27.0,7.0,R,R,SS,Seattle Mariners,0.545,461,42,90,3,28,34,54,0,113,-1.42
baylodo01,2340900.0,36.0,15.0,R,R,1B,New York Yankees,0.783,7934,1048,1843,284,1085,664,855,78,3076,26.72
mattido01,1314950.0,24.0,3.0,L,L,1B,New York Yankees,0.89,1707,232,499,62,288,118,106,26,810,13.11
slaugdo01,621350.0,26.0,3.0,R,R,C,Texas Rangers,0.717,1233,117,322,15,113,60,135,5,454,5.07
hilldo01,173400.0,24.0,2.0,B,R,2B,Oakland Athletics,0.633,790,86,194,7,79,32,66,2,245,1.7999999999999998
scottdo01,173400.0,23.0,2.0,B,R,C,Seattle Mariners,0.596,472,34,93,7,43,35,85,1,136,-1.25
bakerdo01,173400.0,24.0,1.0,B,R,SS,Detroit Tigers,0.468,145,19,25,0,13,7,31,0,32,-0.94
decindo01,3179000.0,34.0,12.0,R,R,3B,Los Angeles Angels,0.778,5423,643,1266,195,719,496,741,47,2170,37.94
flynndo01,1011500.0,34.0,10.0,R,R,2B,Washington Nationals,0.56,4085,288,918,7,284,151,320,58,1132,-6.89
frobedo01,173400.0,26.0,3.0,L,R,OF,Pittsburgh Pirates,0.658,561,65,105,18,53,50,142,7,188,-0.51
lomando01,173400.0,27.0,1.0,L,L,OF,Milwaukee Brewers,0.691,163,23,35,2,19,16,19,2,52,0.4299999999999999
kuipedu01,173400.0,35.0,11.0,L,R,OF,San Francisco Giants,0.641,3754,329,917,1,263,248,255,27,1069,3.99
walkedu01,534650.0,28.0,3.0,L,L,OF,Cincinnati Reds,0.683,955,94,193,24,96,101,183,7,311,1.16
bakerdu01,1661750.0,36.0,17.0,R,R,OF,Oakland Athletics,0.784,7751,939,1923,238,994,735,889,51,2995,36.93
murphdw01,2444457.0,30.0,7.0,L,R,OF,Oakland Athletics,0.758,4202,525,865,136,489,580,742,29,1418,26.630000000000003
evansdw01,2312000.0,33.0,13.0,R,R,OF,Boston Red Sox,0.833,7146,996,1648,265,852,892,1172,39,2881,50.2
juraked01,361250.0,27.0,3.0,R,R,3B,Boston Red Sox,0.714,300,32,70,1,32,33,44,1,94,0.95
romered01,838100.0,27.0,8.0,R,R,SS,Milwaukee Brewers,0.626,1235,125,287,5,99,88,92,2,353,-0.93
milneed01,867000.0,30.0,5.0,L,L,OF,Cincinnati Reds,0.705,1962,265,434,23,127,222,182,9,621,10.29
murraed02,4256447.0,29.0,8.0,B,R,1B,Baltimore Orioles,0.882,5837,823,1528,258,931,631,720,110,2611,45.22
rodried02,173400.0,24.0,3.0,R,R,OF,San Diego Padres,0.565,25,3,5,0,1,2,4,0,6,-0.02
valenel01,173400.0,30.0,10.0,R,R,OF,Texas Rangers,0.773,3392,380,881,123,474,180,462,9,1449,17.06
cabelen01,842918.0,35.0,13.0,R,R,1B,Houston Astros,0.681,6006,726,1576,58,567,245,665,29,2114,11.78
bulloer01,173400.0,25.0,0.0,L,L,OF,Houston Astros,0.668,26,3,7,0,2,1,3,0,9,-0.02
daviser01,173400.0,23.0,1.0,R,R,OF,Cincinnati Reds,0.793,331,59,69,18,48,31,87,0,144,2.66
rileser01,173400.0,24.0,0.0,L,R,SS,Milwaukee Brewers,0.716,495,54,128,5,45,36,54,0,169,1.53
whitter01,1069300.0,33.0,9.0,L,R,C,Toronto Blue Jays,0.726,2162,218,465,70,267,213,272,29,781,8.74
rayfofl01,371365.0,27.0,5.0,R,R,3B,Baltimore Orioles,0.722,835,92,207,28,95,38,166,1,332,2.38
whitefr01,173400.0,34.0,12.0,R,R,2B,Kansas City Royals,0.676,5934,667,1429,109,609,257,710,14,2133,25.87
stubbfr01,173400.0,24.0,1.0,L,L,1B,Los Angeles Dodgers,0.607,254,22,44,8,19,24,66,3,76,-0.2
lynnfr01,3150100.0,33.0,11.0,L,L,OF,Baltimore Orioles,0.867,5968,839,1518,218,859,663,788,66,2573,44.0
connafr02,173400.0,27.0,2.0,R,R,3B,Baltimore Orioles,0.657,145,16,27,3,15,19,26,0,40,0.2699999999999999
maddoga01,2370762.0,35.0,13.0,R,R,OF,Philadelphia Phillies,0.733,6768,776,1799,117,753,321,780,60,2611,36.85
templga01,3285930.0,29.0,9.0,B,R,SS,San Diego Padres,0.706,5336,661,1452,42,475,221,687,80,1965,26.7
iorgga01,741768.0,30.0,7.0,R,R,3B,Toronto Blue Jays,0.653,1922,186,483,13,164,73,199,9,647,3.8
allenga01,173400.0,30.0,6.0,R,R,C,Toronto Blue Jays,0.632,1222,114,235,19,131,130,192,3,345,1.28
cartega01,5862570.0,31.0,11.0,R,R,C,New York Mets,0.81,6327,766,1521,247,894,618,700,87,2583,62.63
gaettga01,1199350.0,26.0,4.0,R,R,3B,Minnesota Twins,0.704,2493,270,557,73,293,172,404,8,913,10.37
matthga01,1734000.0,34.0,13.0,R,R,OF,Chicago Cubs,0.804,7576,1021,1876,210,909,861,1033,44,2905,31.15
pettiga01,361250.0,27.0,3.0,B,R,OF,Los Angeles Angels,0.671,1080,154,230,7,68,129,257,1,308,6.93
rajsiga01,173400.0,30.0,3.0,L,L,1B,San Francisco Giants,0.673,342,28,70,3,27,39,64,8,102,-0.6699999999999999
redusga01,657475.0,28.0,3.0,R,R,OF,Cincinnati Reds,0.751,1370,222,292,31,108,172,255,9,479,5.1
roeniga01,1613582.0,30.0,9.0,R,R,OF,Baltimore Orioles,0.796,2730,320,575,108,357,339,360,16,1024,15.760000000000002
wardga01,2080800.0,31.0,6.0,R,R,OF,Texas Rangers,0.786,2978,390,780,87,368,209,452,17,1238,16.36
woodsga01,929618.0,31.0,9.0,R,R,OF,Chicago Cubs,0.639,1138,117,251,13,110,86,187,8,348,0.3800000000000001
petrage01,173400.0,25.0,3.0,L,R,C,Texas Rangers,0.648,173,10,43,0,12,13,19,0,47,-0.28
bellge02,968150.0,25.0,4.0,R,R,OF,Toronto Blue Jays,0.788,1596,196,412,61,211,76,220,10,699,7.609999999999999
brettge01,2890000.0,32.0,12.0,L,R,1B,Kansas City Royals,0.882,6950,1002,1967,193,978,615,444,129,3162,70.3
fostege01,5614857.0,36.0,16.0,R,R,OF,New York Mets,0.824,7502,956,1861,334,1197,642,1358,105,3252,43.92
hendrge01,2129930.0,35.0,14.0,R,R,OF,Pittsburgh Pirates,0.779,7202,870,1833,245,1020,520,934,70,2939,29.03
vukovge01,1083750.0,29.0,5.0,L,R,OF,Cleveland Guardians,0.701,1749,164,430,27,203,127,229,27,607,2.1
wrighge03,1156000.0,26.0,3.0,B,R,OF,Texas Rangers,0.661,2080,209,484,40,196,111,263,20,714,-0.1499999999999999
perryge01,346800.0,24.0,2.0,L,R,1B,Atlanta Braves,0.684,726,79,157,11,66,89,70,6,213,-1.2999999999999998
riverge01,173400.0,24.0,2.0,R,R,3B,Houston Astros,0.676,314,24,72,2,19,27,40,6,99,0.77
davisge03,173400.0,26.0,2.0,R,R,OF,San Diego Padres,0.767,82,13,22,0,3,8,11,0,29,0.25
brummgl01,173400.0,30.0,4.0,R,R,C,Texas Rangers,0.609,378,23,87,1,27,25,54,2,106,-0.32
davisgl01,173400.0,24.0,1.0,R,R,1B,Houston Astros,0.784,458,57,108,22,72,31,80,6,190,1.8
hoffmgl01,968150.0,26.0,5.0,R,R,SS,Boston Red Sox,0.64,2039,222,457,22,190,121,261,8,634,0.56
hubbagl01,1314950.0,27.0,7.0,R,R,2B,Atlanta Braves,0.672,3606,387,772,55,329,344,439,22,1118,12.85
wilsogl01,173400.0,26.0,3.0,R,R,OF,Philadelphia Phillies,0.72,1888,195,478,43,232,92,303,3,737,6.44
thomago01,1994100.0,34.0,12.0,R,R,1B,Seattle Mariners,0.778,5109,636,992,252,746,639,1234,37,1976,20.6
nettlgr01,2601000.0,40.0,18.0,L,R,3B,San Diego Padres,0.758,9523,1136,2095,368,1212,1016,1103,80,3560,68.47
brockgr01,433500.0,28.0,3.0,L,R,1B,Los Angeles Dodgers,0.741,1370,162,275,55,167,177,195,20,484,4.85
gagnegr01,173400.0,23.0,2.0,R,R,SS,Minnesota Twins,0.566,352,39,69,2,26,20,63,0,97,-0.0999999999999999
grossgr01,1011500.0,32.0,12.0,L,L,OF,Philadelphia Phillies,0.737,3828,412,968,6,279,450,218,37,1196,13.83
pryorgr01,915168.0,35.0,9.0,R,R,3B,Kansas City Royals,0.632,1932,197,452,14,139,101,171,1,593,5.34
walkegr01,563550.0,25.0,3.0,L,R,1B,Chicago White Sox,0.812,1491,174,375,60,229,109,226,12,660,3.67
polidgu01,173400.0,23.0,0.0,R,R,SS,Los Angeles Angels,2.0,1,1,1,0,0,0,0,0,1,0.1
mcraeha01,2312000.0,39.0,17.0,R,R,OF,Kansas City Royals,0.81,7723,913,2011,183,1051,625,739,64,3159,28.24
baineha01,1950750.0,26.0,5.0,L,L,OF,Chicago White Sox,0.798,3459,420,908,119,501,225,450,51,1490,13.7
reynoha01,173400.0,24.0,2.0,B,R,2B,Seattle Mariners,0.495,197,26,30,0,7,19,24,0,41,-0.5800000000000001
spilmha01,462400.0,30.0,7.0,L,R,1B,Houston Astros,0.617,554,62,112,11,67,46,74,3,161,-1.24
cottohe01,173400.0,24.0,1.0,R,R,OF,New York Yankees,0.656,220,28,57,1,14,13,35,2,66,1.31
